;O_P_ Numero;Item_O_P;Desc_item;ITEMS_NUEVO ;Bodega;Fecha;U_M_inv.;Neto_peso;Entradas_peso;Entradas_inv;Salidas_inv;Salidas_peso;Salidas_prom;Neto_prom;Costo_MP_sal;Costo_MO_sal;Costo_CIF_sal;Tipo_inventario;Costo_CIF_NP_ent;Costo_MO_ent;Costo_CIF_EN_ent;Tipo_docto
;OP-00001715;00001112 GRAFIL 4 MM X 6 MTS no apto construccion;GRAFIL 4 MM X 6 MTS no apto construccion;OP-0000171500001112 GRAFIL 4 MM X 6 MTS no apto construccion;00105;11/02/2022;Und ;6.199,80;6.199,80;10.333,00;0,00;0,00;$0,00;$22.628.718,92;$0,00;$0,00;$0,00;IN143005  ;$0,00;$185.472,00;$287.395,50;EDP
;OP-00001715;00001112 GRAFIL 4 MM X 6 MTS no apto construccion;KILOS ALAMBRON TREFILABLE 1012 5.5 MM;OP-0000171500001112 GRAFIL 4 MM X 6 MTS no apto construccion;00105;09/02/2022;kg  ;-5.987,00;0,00;0,00;5.987,00;5.987,00;$22.155.851,42;-$22.155.851,42;$22.155.851,42;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001716;00002365 FLEJE ANCHO GALV CTE C.26;CINTA GALV 0,38 MM X 145 MM;OP-0000171600002365 FLEJE ANCHO GALV CTE C.26;00105;11/02/2022;kg  ;-862,00;0,00;0,00;862,00;862,00;$3.737.468,22;-$3.737.468,22;$3.731.934,18;$2.267,06;$3.266,98;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001716;00002365 FLEJE ANCHO GALV CTE C.26;FLEJE ANCHO GALV CTE C.26;OP-0000171600002365 FLEJE ANCHO GALV CTE C.26;00105;11/02/2022;Und ;953,28;953,28;331,00;0,00;0,00;$0,00;$4.099.143,72;$0,00;$0,00;$0,00;IN143005  ;$3.266,98;$211.595,06;$152.347,50;EDP
;OP-00001717;00001121 PERFIL PASAMANOS T.A. C.20A;CINTA 0.75 MM x 110 MM;OP-0000171700001121 PERFIL PASAMANOS T.A. C.20A;00105;11/02/2022;kg  ;-870,00;0,00;0,00;870,00;870,00;$3.721.642,50;-$3.721.642,50;$3.716.413,80;$2.131,50;$3.097,20;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001717;00001121 PERFIL PASAMANOS T.A. C.20A;PERFIL PASAMANOS T.A. C.20A;OP-0000171700001121 PERFIL PASAMANOS T.A. C.20A;00105;11/02/2022;Und ;936,00;936,00;225,00;0,00;0,00;$0,00;$3.914.992,00;$0,00;$0,00;$0,00;IN143005  ;$3.097,20;$54.463,50;$141.017,50;EDP
;OP-00001717;00004470 PERFIL LIV.  VIGUETA GALV CAL. 26;CINTA GALV 0.38 MM X 75 MM;OP-0000171700004470 PERFIL LIV.  VIGUETA GALV CAL. 26;00105;11/02/2022;kg  ;-469,00;0,00;0,00;469,00;469,00;$1.916.437,18;-$1.916.437,18;$1.908.886,28;$2.663,92;$4.886,98;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001717;00004470 PERFIL LIV.  VIGUETA GALV CAL. 26;PERFIL LIV.  VIGUETA GALV CAL. 26;OP-0000171700004470 PERFIL LIV.  VIGUETA GALV CAL. 26;00105;11/02/2022;Und ;543,12;543,12;876,00;0,00;0,00;$0,00;$2.119.595,18;$0,00;$0,00;$0,00;IN143005  ;$4.886,98;$104.159,92;$101.662,00;EDP
;OP-00001719;00001112 GRAFIL 4 MM X 6 MTS no apto construccion;GRAFIL 4 MM X 6 MTS no apto construccion;OP-0000171900001112 GRAFIL 4 MM X 6 MTS no apto construccion;00105;11/02/2022;Und ;6.471,60;6.471,60;10.786,00;0,00;0,00;$0,00;$23.476.170,06;$0,00;$0,00;$0,00;IN143005  ;$0,00;$185.472,00;$287.395,50;EDP
;OP-00001719;00001112 GRAFIL 4 MM X 6 MTS no apto construccion;KILOS ALAMBRON TREFILABLE 1012 5.5 MM;OP-0000171900001112 GRAFIL 4 MM X 6 MTS no apto construccion;00105;10/02/2022;kg  ;-6.216,00;0,00;0,00;6.216,00;6.216,00;$23.003.302,56;-$23.003.302,56;$23.003.302,56;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00001225 CINTA 0.75 MM x 147 MM;CINTA 0.75 MM x 147 MM;OP-0000172000001225 CINTA 0.75 MM x 147 MM;00105;10/02/2022;kg  ;2.316,00;2.316,00;2.316,00;0,00;0,00;$0,00;$9.895.599,18;$0,00;$0,00;$0,00;IN141006  ;$0,00;$3.615,48;$5.199,66;EDP
;OP-00001720;00001225 CINTA 0.75 MM x 147 MM;KILOS BOBINA 0.75 X 1.220;OP-0000172000001225 CINTA 0.75 MM x 147 MM;00105;10/02/2022;kg  ;-2.324,00;0,00;0,00;2.324,00;2.324,00;$9.886.784,04;-$9.886.784,04;$9.886.784,04;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00001288 CINTA 0.75 MM x 224 MM;CINTA 0.75 MM x 224 MM;OP-0000172000001288 CINTA 0.75 MM x 224 MM;00105;10/02/2022;kg  ;7.057,00;7.057,00;7.057,00;0,00;0,00;$0,00;$30.114.696,84;$0,00;$0,00;$0,00;IN141006  ;$0,00;$6.628,38;$9.532,71;EDP
;OP-00001720;00001288 CINTA 0.75 MM x 224 MM;KILOS BOBINA 0.75 X 1.220;OP-0000172000001288 CINTA 0.75 MM x 224 MM;00105;10/02/2022;kg  ;-7.075,00;0,00;0,00;7.075,00;7.075,00;$30.098.535,75;-$30.098.535,75;$30.098.535,75;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00001344 CINTA 0.75 MM x 73 MM;CINTA 0.75 MM x 73 MM;OP-0000172000001344 CINTA 0.75 MM x 73 MM;00105;10/02/2022;kg  ;1.150,00;1.150,00;1.150,00;0,00;0,00;$0,00;$4.935.190,32;$0,00;$0,00;$0,00;IN141006  ;$0,00;$3.615,48;$5.199,66;EDP
;OP-00001720;00001344 CINTA 0.75 MM x 73 MM;KILOS BOBINA 0.75 X 1.220;OP-0000172000001344 CINTA 0.75 MM x 73 MM;00105;10/02/2022;kg  ;-1.158,00;0,00;0,00;1.158,00;1.158,00;$4.926.375,18;-$4.926.375,18;$4.926.375,18;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00002392 CINTA 0,65 MM x 73 MM;CINTA 0,65 MM x 73 MM;OP-0000172000002392 CINTA 0,65 MM x 73 MM;00105;10/02/2022;kg  ;1.491,00;1.491,00;1.491,00;0,00;0,00;$0,00;$6.165.737,96;$0,00;$0,00;$0,00;IN141006  ;$0,00;$5.423,22;$7.799,49;EDP
;OP-00001720;00002392 CINTA 0,65 MM x 73 MM;KILOS BOBINA 0.65 X 1000;OP-0000172000002392 CINTA 0,65 MM x 73 MM;00105;10/02/2022;kg  ;-1.505,00;0,00;0,00;1.505,00;1.505,00;$6.152.515,25;-$6.152.515,25;$6.152.515,25;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00002398 CINTA 0,65 MM x 147 MM;CINTA 0,65 MM x 147 MM;OP-0000172000002398 CINTA 0,65 MM x 147 MM;00105;10/02/2022;kg  ;3.002,00;3.002,00;3.002,00;0,00;0,00;$0,00;$12.346.869,56;$0,00;$0,00;$0,00;IN141006  ;$0,00;$5.423,22;$7.799,49;EDP
;OP-00001720;00002398 CINTA 0,65 MM x 147 MM;KILOS BOBINA 0.65 X 1000;OP-0000172000002398 CINTA 0,65 MM x 147 MM;00105;10/02/2022;kg  ;-3.017,00;0,00;0,00;3.017,00;3.017,00;$12.333.646,85;-$12.333.646,85;$12.333.646,85;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00002426 CINTA 1,05 MM x 73 MM;CINTA 1,05 MM x 73 MM;OP-0000172000002426 CINTA 1,05 MM x 73 MM;00105;10/02/2022;kg  ;566,00;566,00;566,00;0,00;0,00;$0,00;$2.418.249,74;$0,00;$0,00;$0,00;IN141006  ;$0,00;$1.606,88;$2.310,96;EDP
;OP-00001720;00002426 CINTA 1,05 MM x 73 MM;KILOS BOBINA 1.05 X 1220;OP-0000172000002426 CINTA 1,05 MM x 73 MM;00105;10/02/2022;kg  ;-570,00;0,00;0,00;570,00;570,00;$2.414.331,90;-$2.414.331,90;$2.414.331,90;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00002431 CINTA 1,05 MM x 147 MM;CINTA 1,05 MM x 147 MM;OP-0000172000002431 CINTA 1,05 MM x 147 MM;00105;10/02/2022;kg  ;1.140,00;1.140,00;1.140,00;0,00;0,00;$0,00;$4.849.524,32;$0,00;$0,00;$0,00;IN141006  ;$0,00;$1.606,88;$2.310,96;EDP
;OP-00001720;00002431 CINTA 1,05 MM x 147 MM;KILOS BOBINA 1.05 X 1220;OP-0000172000002431 CINTA 1,05 MM x 147 MM;00105;10/02/2022;kg  ;-1.144,00;0,00;0,00;1.144,00;1.144,00;$4.845.606,48;-$4.845.606,48;$4.845.606,48;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00002435 CINTA 1,05 MM x 224 MM;CINTA 1,05 MM x 224 MM;OP-0000172000002435 CINTA 1,05 MM x 224 MM;00105;10/02/2022;kg  ;3.475,00;3.475,00;3.475,00;0,00;0,00;$0,00;$14.770.125,09;$0,00;$0,00;$0,00;IN141006  ;$0,00;$3.615,48;$5.199,66;EDP
;OP-00001720;00002435 CINTA 1,05 MM x 224 MM;KILOS BOBINA 1.05 X 1220;OP-0000172000002435 CINTA 1,05 MM x 224 MM;00105;10/02/2022;kg  ;-3.485,00;0,00;0,00;3.485,00;3.485,00;$14.761.309,95;-$14.761.309,95;$14.761.309,95;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00002564 CINTA 0,65 MM X 224 MM;CINTA 0,65 MM X 224 MM;OP-0000172000002564 CINTA 0,65 MM X 224 MM;00105;10/02/2022;kg  ;4.574,00;4.574,00;4.574,00;0,00;0,00;$0,00;$18.793.724,41;$0,00;$0,00;$0,00;IN141006  ;$0,00;$5.423,22;$7.799,49;EDP
;OP-00001720;00002564 CINTA 0,65 MM X 224 MM;KILOS BOBINA 0.65 X 1000;OP-0000172000002564 CINTA 0,65 MM X 224 MM;00105;10/02/2022;kg  ;-4.594,00;0,00;0,00;4.594,00;4.594,00;$18.780.501,70;-$18.780.501,70;$18.780.501,70;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00004316 CINTA CR 0,65 MM X 70 MM;CINTA CR 0,65 MM X 70 MM;OP-0000172000004316 CINTA CR 0,65 MM X 70 MM;00105;10/02/2022;kg  ;5.554,00;5.554,00;5.554,00;0,00;0,00;$0,00;$23.027.731,84;$0,00;$0,00;$0,00;IN141006  ;$0,00;$21.692,88;$31.197,96;EDP
;OP-00001720;00004316 CINTA CR 0,65 MM X 70 MM;KILOS BOBINA 0.65 X 1000;OP-0000172000004316 CINTA CR 0,65 MM X 70 MM;00105;10/02/2022;kg  ;-5.620,00;0,00;0,00;5.620,00;5.620,00;$22.974.841,00;-$22.974.841,00;$22.974.841,00;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00004399 CINTA GALV 0.52 MM X 145 MM;CINTA GALV 0.52 MM X 145 MM;OP-0000172000004399 CINTA GALV 0.52 MM X 145 MM;00105;10/02/2022;kg  ;8.645,00;8.645,00;8.645,00;0,00;0,00;$0,00;$38.691.886,30;$0,00;$0,00;$0,00;IN141006  ;$0,00;$32.137,60;$46.219,20;EDP
;OP-00001720;00004399 CINTA GALV 0.52 MM X 145 MM;KILO BOBINA GALVA 0.52X1.220 ASTM A792;OP-0000172000004399 CINTA GALV 0.52 MM X 145 MM;00105;10/02/2022;kg  ;-8.666,00;0,00;0,00;8.666,00;8.666,00;$38.613.529,50;-$38.613.529,50;$38.613.529,50;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00004440 CINTA CR 0.75 MM X 92 MM;CINTA CR 0.75 MM X 92 MM;OP-0000172000004440 CINTA CR 0.75 MM X 92 MM;00105;10/02/2022;kg  ;4.348,00;4.348,00;4.348,00;0,00;0,00;$0,00;$18.632.401,04;$0,00;$0,00;$0,00;IN141006  ;$0,00;$10.043,00;$14.443,50;EDP
;OP-00001720;00004440 CINTA CR 0.75 MM X 92 MM;KILOS BOBINA 0.75 X 1.220;OP-0000172000004440 CINTA CR 0.75 MM X 92 MM;00105;10/02/2022;kg  ;-4.374,00;0,00;0,00;4.374,00;4.374,00;$18.607.914,54;-$18.607.914,54;$18.607.914,54;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00004441 CINTA CR 0.65 MM X 92 MM;CINTA CR 0.65 MM X 92 MM;OP-0000172000004441 CINTA CR 0.65 MM X 92 MM;00105;10/02/2022;kg  ;5.636,00;5.636,00;5.636,00;0,00;0,00;$0,00;$23.273.205,95;$0,00;$0,00;$0,00;IN141006  ;$0,00;$15.064,50;$21.665,25;EDP
;OP-00001720;00004441 CINTA CR 0.65 MM X 92 MM;KILOS BOBINA 0.65 X 1000;OP-0000172000004441 CINTA CR 0.65 MM X 92 MM;00105;10/02/2022;kg  ;-5.684,00;0,00;0,00;5.684,00;5.684,00;$23.236.476,20;-$23.236.476,20;$23.236.476,20;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00004561 CINTA GALV 0.52 MM X 41 MM;CINTA GALV 0.52 MM X 41 MM;OP-0000172000004561 CINTA GALV 0.52 MM X 41 MM;00105;10/02/2022;kg  ;308,00;308,00;308,00;0,00;0,00;$0,00;$1.399.988,60;$0,00;$0,00;$0,00;IN141006  ;$0,00;$4.017,20;$5.777,40;EDP
;OP-00001720;00004561 CINTA GALV 0.52 MM X 41 MM;KILO BOBINA GALVA 0.52X1.220 ASTM A792;OP-0000172000004561 CINTA GALV 0.52 MM X 41 MM;00105;10/02/2022;kg  ;-312,00;0,00;0,00;312,00;312,00;$1.390.194,00;-$1.390.194,00;$1.390.194,00;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00004673 CINTA CR 1.05 MM X 92 MM;CINTA CR 1.05 MM X 92 MM;OP-0000172000004673 CINTA CR 1.05 MM X 92 MM;00105;10/02/2022;kg  ;2.141,00;2.141,00;2.141,00;0,00;0,00;$0,00;$9.136.855,89;$0,00;$0,00;$0,00;IN141006  ;$0,00;$5.423,22;$7.799,49;EDP
;OP-00001720;00004673 CINTA CR 1.05 MM X 92 MM;KILOS BOBINA 1.05 X 1220;OP-0000172000004673 CINTA CR 1.05 MM X 92 MM;00105;10/02/2022;kg  ;-2.154,00;0,00;0,00;2.154,00;2.154,00;$9.123.633,18;-$9.123.633,18;$9.123.633,18;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00004815 CINTA CR 0.75 MM X 68 MM;CINTA CR 0.75 MM X 68 MM;OP-0000172000004815 CINTA CR 0.75 MM X 68 MM;00105;10/02/2022;kg  ;4.285,00;4.285,00;4.285,00;0,00;0,00;$0,00;$18.409.193,55;$0,00;$0,00;$0,00;IN141006  ;$0,00;$14.461,92;$20.798,64;EDP
;OP-00001720;00004815 CINTA CR 0.75 MM X 68 MM;KILOS BOBINA 0.75 X 1.220;OP-0000172000004815 CINTA CR 0.75 MM X 68 MM;00105;10/02/2022;kg  ;-4.319,00;0,00;0,00;4.319,00;4.319,00;$18.373.932,99;-$18.373.932,99;$18.373.932,99;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00004817 CINTA CR 1.05 MM X 68 MM;CINTA CR 1.05 MM X 68 MM;OP-0000172000004817 CINTA CR 1.05 MM X 68 MM;00105;10/02/2022;kg  ;2.110,00;2.110,00;2.110,00;0,00;0,00;$0,00;$9.025.431,18;$0,00;$0,00;$0,00;IN141006  ;$0,00;$6.628,38;$9.532,71;EDP
;OP-00001720;00004817 CINTA CR 1.05 MM X 68 MM;KILOS BOBINA 1.05 X 1220;OP-0000172000004817 CINTA CR 1.05 MM X 68 MM;00105;10/02/2022;kg  ;-2.127,00;0,00;0,00;2.127,00;2.127,00;$9.009.270,09;-$9.009.270,09;$9.009.270,09;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001720;00004966 CINTA GALV 0.52 MM X 25 MM;CINTA GALV 0.52 MM X 25 MM;OP-0000172000004966 CINTA GALV 0.52 MM X 25 MM;00105;10/02/2022;kg  ;188,00;188,00;188,00;0,00;0,00;$0,00;$865.298,60;$0,00;$0,00;$0,00;IN141006  ;$0,00;$4.017,20;$5.777,40;EDP
;OP-00001720;00004966 CINTA GALV 0.52 MM X 25 MM;KILO BOBINA GALVA 0.52X1.220 ASTM A792;OP-0000172000004966 CINTA GALV 0.52 MM X 25 MM;00105;10/02/2022;kg  ;-192,00;0,00;0,00;192,00;192,00;$855.504,00;-$855.504,00;$855.504,00;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001723;00004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;KILOS ALAMBRE FORRADO PVC 12.5;OP-0000172300004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;00105;10/02/2022;kg  ;-3,00;0,00;0,00;3,00;3,00;$18.342,96;-$18.342,96;$18.342,96;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001723;00004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;KILOS ALAMBRE GALV CAL. 17 (1,45 MM);OP-0000172300004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;00105;10/02/2022;kg  ;-506,00;0,00;0,00;506,00;506,00;$2.624.632,12;-$2.624.632,12;$2.624.632,12;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001723;00004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;OP-0000172300004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;00105;11/02/2022;Und ;558,00;558,00;36,00;0,00;0,00;$0,00;$2.912.903,08;$0,00;$0,00;$0,00;IN143005  ;$0,00;$89.232,00;$180.696,00;EDP
;OP-00001724;00001128 TUBO CUAD 1 C.18B;CINTA CR 1.05 MM X 93 MM;OP-0000172400001128 TUBO CUAD 1 C.18B;00105;10/02/2022;kg  ;-717,00;0,00;0,00;717,00;717,00;$3.058.430,62;-$3.058.430,62;$3.053.575,12;$1.993,65;$2.861,85;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001724;00001128 TUBO CUAD 1 C.18B;TUBO CUAD 1 C.18B;OP-0000172400001128 TUBO CUAD 1 C.18B;00105;11/02/2022;Und ;801,53;801,53;158,00;0,00;0,00;$0,00;$3.112.424,13;$0,00;$0,00;$0,00;IN143005  ;$2.861,85;$16.646,61;$39.340,55;EDP
;OP-00001724;00001130 TUBO CUAD 1 C.20A;CINTA CR 0.75 MM X 93 MM;OP-0000172400001130 TUBO CUAD 1 C.20A;00105;10/02/2022;kg  ;-737,00;0,00;0,00;737,00;737,00;$3.157.035,31;-$3.157.035,31;$3.152.119,52;$2.019,38;$2.896,41;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001724;00001130 TUBO CUAD 1 C.20A;TUBO CUAD 1 C.20A;OP-0000172400001130 TUBO CUAD 1 C.20A;00105;11/02/2022;Und ;835,52;835,52;224,00;0,00;0,00;$0,00;$3.238.065,47;$0,00;$0,00;$0,00;IN143005  ;$2.896,41;$23.867,99;$59.181,55;EDP
;OP-00001724;00001133 TUBO CUAD 3/4 C.18B;CINTA 1,05 MM x 73 MM;OP-0000172400001133 TUBO CUAD 3/4 C.18B;00105;10/02/2022;kg  ;-568,00;0,00;0,00;568,00;568,00;$2.385.083,12;-$2.385.083,12;$2.380.050,64;$2.067,52;$2.964,96;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001724;00001133 TUBO CUAD 3/4 C.18B;TUBO CUAD 3/4 C.18B;OP-0000172400001133 TUBO CUAD 3/4 C.18B;00105;11/02/2022;Und ;616,00;616,00;160,00;0,00;0,00;$0,00;$2.444.162,98;$0,00;$0,00;$0,00;IN143005  ;$2.964,96;$18.028,78;$43.118,60;EDP
;OP-00001724;00001134 TUBO CUAD 3/4 C.20A;CINTA 0.75 MM x 73 MM;OP-0000172400001134 TUBO CUAD 3/4 C.20A;00105;10/02/2022;kg  ;-579,00;0,00;0,00;579,00;579,00;$2.484.929,04;-$2.484.929,04;$2.480.325,99;$1.887,54;$2.715,51;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001724;00001134 TUBO CUAD 3/4 C.20A;TUBO CUAD 3/4 C.20A;OP-0000172400001134 TUBO CUAD 3/4 C.20A;00105;11/02/2022;Und ;628,26;628,26;222,00;0,00;0,00;$0,00;$2.538.922,55;$0,00;$0,00;$0,00;IN143005  ;$2.715,51;$16.540,50;$39.340,55;EDP
;OP-00001724;00001136 TUBO CUAD 3/4 C.22;CINTA 0,65 MM x 73 MM;OP-0000172400001136 TUBO CUAD 3/4 C.22;00105;10/02/2022;kg  ;-445,00;0,00;0,00;445,00;445,00;$1.832.162,90;-$1.832.162,90;$1.828.189,05;$1.628,70;$2.345,15;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001724;00001136 TUBO CUAD 3/4 C.22;TUBO CUAD 3/4 C.22;OP-0000172400001136 TUBO CUAD 3/4 C.22;00105;11/02/2022;Und ;483,99;483,99;195,00;0,00;0,00;$0,00;$1.878.101,45;$0,00;$0,00;$0,00;IN143005  ;$2.345,15;$14.057,55;$33.509,70;EDP
;OP-00001724;00001139 TUBO RECT 20X40 C.20A;CINTA 0,75 MM X 116 MM;OP-0000172400001139 TUBO RECT 20X40 C.20A;00105;10/02/2022;kg  ;-727,00;0,00;0,00;727,00;727,00;$3.109.030,04;-$3.109.030,04;$3.104.900,68;$1.693,91;$2.435,45;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001724;00001139 TUBO RECT 20X40 C.20A;TUBO RECT 20X40 C.20A;OP-0000172400001139 TUBO RECT 20X40 C.20A;00105;11/02/2022;Und ;819,51;819,51;177,00;0,00;0,00;$0,00;$3.190.060,20;$0,00;$0,00;$0,00;IN143005  ;$2.435,45;$23.542,52;$59.181,55;EDP
;OP-00001724;00001142 TUBO RECT 2X1 C.18A;CINTA 0.95 MM x 147 MM;OP-0000172400001142 TUBO RECT 2X1 C.18A;00105;10/02/2022;kg  ;-941,00;0,00;0,00;941,00;941,00;$3.900.325,62;-$3.900.325,62;$3.895.334,34;$2.046,84;$2.944,44;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001724;00001142 TUBO RECT 2X1 C.18A;TUBO RECT 2X1 C.18A;OP-0000172400001142 TUBO RECT 2X1 C.18A;00105;11/02/2022;Und ;1.009,42;1.009,42;141,00;0,00;0,00;$0,00;$4.008.280,36;$0,00;$0,00;$0,00;IN143005  ;$2.944,44;$31.221,93;$78.779,65;EDP
;OP-00001724;00001143 TUBO RECT 2X1 C.20A;CINTA 0.75 MM x 147 MM;OP-0000172400001143 TUBO RECT 2X1 C.20A;00105;10/02/2022;kg  ;-1.161,00;0,00;0,00;1.161,00;1.161,00;$4.960.360,89;-$4.960.360,89;$4.955.496,30;$1.996,92;$2.867,67;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001724;00001143 TUBO RECT 2X1 C.20A;TUBO RECT 2X1 C.20A;OP-0000172400001143 TUBO RECT 2X1 C.20A;00105;11/02/2022;Und ;1.256,77;1.256,77;218,00;0,00;0,00;$0,00;$5.095.705,54;$0,00;$0,00;$0,00;IN143005  ;$2.867,67;$38.629,32;$98.712,25;EDP
;OP-00001724;00001145 TUBO RECT 2X1 C.22;CINTA 0,65 MM x 147 MM;OP-0000172400001145 TUBO RECT 2X1 C.22;00105;10/02/2022;kg  ;-997,00;0,00;0,00;997,00;997,00;$4.131.538,09;-$4.131.538,09;$4.126.592,97;$2.033,88;$2.911,24;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001724;00001145 TUBO RECT 2X1 C.22;TUBO RECT 2X1 C.22;OP-0000172400001145 TUBO RECT 2X1 C.22;00105;11/02/2022;Und ;1.119,77;1.119,77;222,00;0,00;0,00;$0,00;$4.238.771,08;$0,00;$0,00;$0,00;IN143005  ;$2.911,24;$31.208,97;$78.057,90;EDP
;OP-00001724;00001146 TUBO RECT 3X1 1/2 C.18B;CINTA 1,05 MM x 224 MM;OP-0000172400001146 TUBO RECT 3X1 1/2 C.18B;00105;10/02/2022;kg  ;-1.738,00;0,00;0,00;1.738,00;1.738,00;$7.387.195,20;-$7.387.195,20;$7.382.780,68;$1.807,52;$2.607,00;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001724;00001146 TUBO RECT 3X1 1/2 C.18B;TUBO RECT 3X1 1/2 C.18B;OP-0000172400001146 TUBO RECT 3X1 1/2 C.18B;00105;11/02/2022;Und ;1.862,65;1.862,65;157,00;0,00;0,00;$0,00;$7.576.533,36;$0,00;$0,00;$0,00;IN143005  ;$2.607,00;$53.092,88;$138.052,80;EDP
;OP-00001724;00001147 TUBO RECT 3X1 1/2 C.18A;CINTA 0.95 MM x 225 MM;OP-0000172400001147 TUBO RECT 3X1 1/2 C.18A;00105;10/02/2022;kg  ;-1.440,00;0,00;0,00;1.440,00;1.440,00;$5.965.502,40;-$5.965.502,40;$5.958.360,00;$2.923,20;$4.219,20;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001724;00001147 TUBO RECT 3X1 1/2 C.18A;TUBO RECT 3X1 1/2 C.18A;OP-0000172400001147 TUBO RECT 3X1 1/2 C.18A;00105;11/02/2022;Und ;1.510,04;1.510,04;140,00;0,00;0,00;$0,00;$6.127.595,00;$0,00;$0,00;$0,00;IN143005  ;$4.219,20;$46.751,25;$118.264,55;EDP
;OP-00001724;00001148 TUBO RECT 3X1 1/2 C.20A;CINTA 0.75 MM x 225 MM;OP-0000172400001148 TUBO RECT 3X1 1/2 C.20A;00105;10/02/2022;kg  ;-1.778,00;0,00;0,00;1.778,00;1.778,00;$7.591.171,00;-$7.591.171,00;$7.586.850,46;$1.778,00;$2.542,54;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001724;00001148 TUBO RECT 3X1 1/2 C.20A;TUBO RECT 3X1 1/2 C.20A;OP-0000172400001148 TUBO RECT 3X1 1/2 C.20A;00105;11/02/2022;Und ;1.846,39;1.846,39;214,00;0,00;0,00;$0,00;$7.780.509,16;$0,00;$0,00;$0,00;IN143005  ;$2.542,54;$53.063,36;$138.052,80;EDP
;OP-00001724;00001151 TUBO RECT 4X1 1/2 C.18B;CINTA CR 1,05 MM X 270 MM;OP-0000172400001151 TUBO RECT 4X1 1/2 C.18B;00105;10/02/2022;kg  ;-6.391,00;0,00;0,00;6.391,00;6.391,00;$27.197.024,30;-$27.197.024,30;$27.188.662,52;$3.402,15;$4.959,63;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001724;00001151 TUBO RECT 4X1 1/2 C.18B;TUBO RECT 4X1 1/2 C.18B;OP-0000172400001151 TUBO RECT 4X1 1/2 C.18B;00105;11/02/2022;Und ;6.307,50;6.307,50;435,00;0,00;0,00;$0,00;$27.873.747,55;$0,00;$0,00;$0,00;IN143005  ;$4.959,63;$186.564,15;$493.561,25;EDP
